{'Clef': 15, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 42, 'NoteInsertion': 58, 'NoteSpelling': 20, 'NoteDuration': 32, 'StemDirection': 16, 'Beams': 16, 'Tie': 0, 'RestInsertion': 11, 'RestDeletion': 14, 'RestDuration': 1, 'StaffAssignment': 1, 'Voice': 16, 'n_Note': 62, 'n_Chord': 16, 'n_Rest': 15}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 18, 'NoteInsertion': 31, 'NoteSpelling': 23, 'NoteDuration': 49, 'StemDirection': 26, 'Beams': 39, 'Tie': 0, 'RestInsertion': 10, 'RestDeletion': 12, 'RestDuration': 5, 'StaffAssignment': 1, 'Voice': 4, 'n_Note': 64, 'n_Chord': 4, 'n_Rest': 17}
{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 75, 'NoteInsertion': 55, 'NoteSpelling': 8, 'NoteDuration': 3, 'StemDirection': 7, 'Beams': 28, 'Tie': 0, 'RestInsertion': 12, 'RestDeletion': 16, 'RestDuration': 2, 'StaffAssignment': 5, 'Voice': 3, 'n_Note': 68, 'n_Chord': 48, 'n_Rest': 18}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 49, 'NoteInsertion': 23, 'NoteSpelling': 11, 'NoteDuration': 10, 'StemDirection': 9, 'Beams': 9, 'Tie': 3, 'RestInsertion': 19, 'RestDeletion': 2, 'RestDuration': 1, 'StaffAssignment': 2, 'Voice': 6, 'n_Note': 60, 'n_Chord': 0, 'n_Rest': 5}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 103, 'NoteInsertion': 35, 'NoteSpelling': 1, 'NoteDuration': 28, 'StemDirection': 6, 'Beams': 7, 'Tie': 0, 'RestInsertion': 3, 'RestDeletion': 6, 'RestDuration': 1, 'StaffAssignment': 1, 'Voice': 15, 'n_Note': 97, 'n_Chord': 36, 'n_Rest': 8}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 2, 'NoteInsertion': 4, 'NoteSpelling': 8, 'NoteDuration': 12, 'StemDirection': 3, 'Beams': 13, 'Tie': 0, 'RestInsertion': 9, 'RestDeletion': 3, 'RestDuration': 4, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 17, 'n_Chord': 0, 'n_Rest': 7}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 46, 'NoteInsertion': 27, 'NoteSpelling': 0, 'NoteDuration': 12, 'StemDirection': 27, 'Beams': 38, 'Tie': 0, 'RestInsertion': 17, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 86, 'n_Chord': 0, 'n_Rest': 0}
pass
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 46, 'NoteInsertion': 33, 'NoteSpelling': 5, 'NoteDuration': 4, 'StemDirection': 11, 'Beams': 11, 'Tie': 0, 'RestInsertion': 9, 'RestDeletion': 12, 'RestDuration': 1, 'StaffAssignment': 3, 'Voice': 0, 'n_Note': 62, 'n_Chord': 8, 'n_Rest': 14}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 1, 'NoteDeletion': 16, 'NoteInsertion': 25, 'NoteSpelling': 0, 'NoteDuration': 9, 'StemDirection': 0, 'Beams': 0, 'Tie': 3, 'RestInsertion': 13, 'RestDeletion': 13, 'RestDuration': 5, 'StaffAssignment': 1, 'Voice': 7, 'n_Note': 20, 'n_Chord': 14, 'n_Rest': 22}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 49, 'NoteInsertion': 10, 'NoteSpelling': 12, 'NoteDuration': 51, 'StemDirection': 33, 'Beams': 40, 'Tie': 0, 'RestInsertion': 28, 'RestDeletion': 1, 'RestDuration': 3, 'StaffAssignment': 0, 'Voice': 43, 'n_Note': 76, 'n_Chord': 24, 'n_Rest': 8}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 35, 'NoteInsertion': 25, 'NoteSpelling': 0, 'NoteDuration': 8, 'StemDirection': 12, 'Beams': 17, 'Tie': 0, 'RestInsertion': 9, 'RestDeletion': 8, 'RestDuration': 4, 'StaffAssignment': 4, 'Voice': 6, 'n_Note': 62, 'n_Chord': 2, 'n_Rest': 12}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 57, 'NoteInsertion': 31, 'NoteSpelling': 18, 'NoteDuration': 38, 'StemDirection': 13, 'Beams': 28, 'Tie': 0, 'RestInsertion': 34, 'RestDeletion': 2, 'RestDuration': 1, 'StaffAssignment': 1, 'Voice': 21, 'n_Note': 65, 'n_Chord': 32, 'n_Rest': 5}
{'Clef': 0, 'KeySignature': 14, 'TimeSignature': 0, 'NoteDeletion': 26, 'NoteInsertion': 39, 'NoteSpelling': 3, 'NoteDuration': 3, 'StemDirection': 8, 'Beams': 10, 'Tie': 0, 'RestInsertion': 16, 'RestDeletion': 5, 'RestDuration': 1, 'StaffAssignment': 0, 'Voice': 8, 'n_Note': 20, 'n_Chord': 23, 'n_Rest': 6}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 66, 'NoteInsertion': 29, 'NoteSpelling': 15, 'NoteDuration': 0, 'StemDirection': 8, 'Beams': 0, 'Tie': 0, 'RestInsertion': 14, 'RestDeletion': 3, 'RestDuration': 2, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 6, 'n_Chord': 93, 'n_Rest': 8}
pass
{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 84, 'NoteInsertion': 81, 'NoteSpelling': 11, 'NoteDuration': 10, 'StemDirection': 23, 'Beams': 39, 'Tie': 0, 'RestInsertion': 11, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 2, 'Voice': 17, 'n_Note': 128, 'n_Chord': 0, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 8, 'NoteInsertion': 26, 'NoteSpelling': 0, 'NoteDuration': 1, 'StemDirection': 6, 'Beams': 7, 'Tie': 0, 'RestInsertion': 20, 'RestDeletion': 1, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 38, 'n_Chord': 0, 'n_Rest': 2}
{'Clef': 60, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 145, 'NoteInsertion': 63, 'NoteSpelling': 3, 'NoteDuration': 68, 'StemDirection': 0, 'Beams': 64, 'Tie': 0, 'RestInsertion': 17, 'RestDeletion': 32, 'RestDuration': 0, 'StaffAssignment': 2, 'Voice': 1, 'n_Note': 186, 'n_Chord': 36, 'n_Rest': 32}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 108, 'NoteInsertion': 54, 'NoteSpelling': 0, 'NoteDuration': 17, 'StemDirection': 10, 'Beams': 15, 'Tie': 0, 'RestInsertion': 9, 'RestDeletion': 2, 'RestDuration': 0, 'StaffAssignment': 5, 'Voice': 0, 'n_Note': 106, 'n_Chord': 27, 'n_Rest': 2}
{'Clef': 2, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 16, 'NoteInsertion': 52, 'NoteSpelling': 1, 'NoteDuration': 27, 'StemDirection': 10, 'Beams': 4, 'Tie': 0, 'RestInsertion': 15, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 10, 'Voice': 5, 'n_Note': 7, 'n_Chord': 49, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 20, 'NoteInsertion': 32, 'NoteSpelling': 1, 'NoteDuration': 9, 'StemDirection': 5, 'Beams': 6, 'Tie': 2, 'RestInsertion': 29, 'RestDeletion': 3, 'RestDuration': 1, 'StaffAssignment': 1, 'Voice': 2, 'n_Note': 31, 'n_Chord': 0, 'n_Rest': 5}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 16, 'NoteInsertion': 15, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 5, 'Beams': 11, 'Tie': 0, 'RestInsertion': 1, 'RestDeletion': 2, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 24, 'n_Chord': 24, 'n_Rest': 12}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 107, 'NoteInsertion': 37, 'NoteSpelling': 1, 'NoteDuration': 4, 'StemDirection': 7, 'Beams': 50, 'Tie': 0, 'RestInsertion': 8, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 5, 'Voice': 0, 'n_Note': 169, 'n_Chord': 12, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 81, 'NoteInsertion': 34, 'NoteSpelling': 0, 'NoteDuration': 23, 'StemDirection': 26, 'Beams': 11, 'Tie': 0, 'RestInsertion': 5, 'RestDeletion': 7, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 64, 'n_Chord': 74, 'n_Rest': 7}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 7, 'NoteInsertion': 6, 'NoteSpelling': 11, 'NoteDuration': 3, 'StemDirection': 19, 'Beams': 19, 'Tie': 0, 'RestInsertion': 35, 'RestDeletion': 4, 'RestDuration': 0, 'StaffAssignment': 7, 'Voice': 0, 'n_Note': 32, 'n_Chord': 0, 'n_Rest': 10}
{'Clef': 2, 'KeySignature': 2, 'TimeSignature': 2, 'NoteDeletion': 145, 'NoteInsertion': 40, 'NoteSpelling': 0, 'NoteDuration': 5, 'StemDirection': 5, 'Beams': 5, 'Tie': 0, 'RestInsertion': 37, 'RestDeletion': 14, 'RestDuration': 4, 'StaffAssignment': 4, 'Voice': 0, 'n_Note': 100, 'n_Chord': 54, 'n_Rest': 18}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 54, 'NoteInsertion': 37, 'NoteSpelling': 0, 'NoteDuration': 9, 'StemDirection': 11, 'Beams': 29, 'Tie': 0, 'RestInsertion': 8, 'RestDeletion': 50, 'RestDuration': 6, 'StaffAssignment': 11, 'Voice': 12, 'n_Note': 84, 'n_Chord': 14, 'n_Rest': 66}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 63, 'NoteInsertion': 58, 'NoteSpelling': 0, 'NoteDuration': 1, 'StemDirection': 6, 'Beams': 0, 'Tie': 0, 'RestInsertion': 9, 'RestDeletion': 5, 'RestDuration': 3, 'StaffAssignment': 2, 'Voice': 0, 'n_Note': 9, 'n_Chord': 98, 'n_Rest': 10}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 53, 'NoteInsertion': 30, 'NoteSpelling': 23, 'NoteDuration': 0, 'StemDirection': 11, 'Beams': 0, 'Tie': 20, 'RestInsertion': 6, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 0, 'n_Chord': 120, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 8, 'TimeSignature': 0, 'NoteDeletion': 30, 'NoteInsertion': 30, 'NoteSpelling': 30, 'NoteDuration': 11, 'StemDirection': 12, 'Beams': 10, 'Tie': 2, 'RestInsertion': 10, 'RestDeletion': 2, 'RestDuration': 3, 'StaffAssignment': 3, 'Voice': 0, 'n_Note': 39, 'n_Chord': 28, 'n_Rest': 5}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 35, 'NoteInsertion': 24, 'NoteSpelling': 0, 'NoteDuration': 4, 'StemDirection': 12, 'Beams': 11, 'Tie': 0, 'RestInsertion': 21, 'RestDeletion': 4, 'RestDuration': 6, 'StaffAssignment': 12, 'Voice': 2, 'n_Note': 38, 'n_Chord': 30, 'n_Rest': 15}
{'Clef': 10, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 43, 'NoteInsertion': 24, 'NoteSpelling': 4, 'NoteDuration': 4, 'StemDirection': 3, 'Beams': 5, 'Tie': 0, 'RestInsertion': 9, 'RestDeletion': 2, 'RestDuration': 1, 'StaffAssignment': 9, 'Voice': 4, 'n_Note': 64, 'n_Chord': 0, 'n_Rest': 3}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 129, 'NoteInsertion': 108, 'NoteSpelling': 10, 'NoteDuration': 12, 'StemDirection': 6, 'Beams': 11, 'Tie': 0, 'RestInsertion': 5, 'RestDeletion': 13, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 107, 'n_Chord': 34, 'n_Rest': 13}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 14, 'NoteInsertion': 26, 'NoteSpelling': 1, 'NoteDuration': 54, 'StemDirection': 48, 'Beams': 48, 'Tie': 3, 'RestInsertion': 17, 'RestDeletion': 10, 'RestDuration': 8, 'StaffAssignment': 4, 'Voice': 0, 'n_Note': 62, 'n_Chord': 10, 'n_Rest': 18}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 17, 'NoteInsertion': 15, 'NoteSpelling': 0, 'NoteDuration': 11, 'StemDirection': 10, 'Beams': 10, 'Tie': 0, 'RestInsertion': 14, 'RestDeletion': 3, 'RestDuration': 4, 'StaffAssignment': 8, 'Voice': 9, 'n_Note': 36, 'n_Chord': 0, 'n_Rest': 7}
{'Clef': 0, 'KeySignature': 4, 'TimeSignature': 4, 'NoteDeletion': 100, 'NoteInsertion': 72, 'NoteSpelling': 0, 'NoteDuration': 17, 'StemDirection': 9, 'Beams': 4, 'Tie': 1, 'RestInsertion': 28, 'RestDeletion': 24, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 85, 'n_Chord': 32, 'n_Rest': 25}
{'Clef': 11, 'KeySignature': 16, 'TimeSignature': 16, 'NoteDeletion': 47, 'NoteInsertion': 41, 'NoteSpelling': 0, 'NoteDuration': 8, 'StemDirection': 18, 'Beams': 15, 'Tie': 0, 'RestInsertion': 7, 'RestDeletion': 26, 'RestDuration': 1, 'StaffAssignment': 2, 'Voice': 47, 'n_Note': 65, 'n_Chord': 40, 'n_Rest': 27}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 35, 'NoteInsertion': 49, 'NoteSpelling': 0, 'NoteDuration': 26, 'StemDirection': 8, 'Beams': 23, 'Tie': 5, 'RestInsertion': 28, 'RestDeletion': 0, 'RestDuration': 4, 'StaffAssignment': 0, 'Voice': 8, 'n_Note': 42, 'n_Chord': 20, 'n_Rest': 4}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 114, 'NoteInsertion': 83, 'NoteSpelling': 8, 'NoteDuration': 16, 'StemDirection': 8, 'Beams': 5, 'Tie': 0, 'RestInsertion': 26, 'RestDeletion': 10, 'RestDuration': 7, 'StaffAssignment': 0, 'Voice': 3, 'n_Note': 24, 'n_Chord': 106, 'n_Rest': 18}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 14, 'NoteInsertion': 8, 'NoteSpelling': 0, 'NoteDuration': 2, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 4, 'RestDeletion': 1, 'RestDuration': 1, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 0, 'n_Chord': 28, 'n_Rest': 8}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 20, 'NoteInsertion': 20, 'NoteSpelling': 1, 'NoteDuration': 2, 'StemDirection': 3, 'Beams': 3, 'Tie': 0, 'RestInsertion': 3, 'RestDeletion': 6, 'RestDuration': 0, 'StaffAssignment': 4, 'Voice': 3, 'n_Note': 43, 'n_Chord': 0, 'n_Rest': 6}
{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 76, 'NoteInsertion': 62, 'NoteSpelling': 6, 'NoteDuration': 21, 'StemDirection': 17, 'Beams': 36, 'Tie': 0, 'RestInsertion': 18, 'RestDeletion': 0, 'RestDuration': 4, 'StaffAssignment': 19, 'Voice': 8, 'n_Note': 125, 'n_Chord': 4, 'n_Rest': 5}
pass
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 14, 'NoteInsertion': 18, 'NoteSpelling': 0, 'NoteDuration': 14, 'StemDirection': 13, 'Beams': 22, 'Tie': 1, 'RestInsertion': 3, 'RestDeletion': 11, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 8, 'n_Note': 19, 'n_Chord': 18, 'n_Rest': 11}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 36, 'NoteInsertion': 52, 'NoteSpelling': 0, 'NoteDuration': 1, 'StemDirection': 1, 'Beams': 18, 'Tie': 0, 'RestInsertion': 8, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 80, 'n_Chord': 2, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 58, 'NoteInsertion': 38, 'NoteSpelling': 14, 'NoteDuration': 30, 'StemDirection': 8, 'Beams': 1, 'Tie': 0, 'RestInsertion': 18, 'RestDeletion': 18, 'RestDuration': 9, 'StaffAssignment': 3, 'Voice': 0, 'n_Note': 24, 'n_Chord': 78, 'n_Rest': 28}
{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 91, 'NoteInsertion': 174, 'NoteSpelling': 1, 'NoteDuration': 6, 'StemDirection': 2, 'Beams': 3, 'Tie': 0, 'RestInsertion': 17, 'RestDeletion': 6, 'RestDuration': 2, 'StaffAssignment': 42, 'Voice': 2, 'n_Note': 130, 'n_Chord': 8, 'n_Rest': 8}
pass
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 55, 'NoteInsertion': 28, 'NoteSpelling': 0, 'NoteDuration': 27, 'StemDirection': 16, 'Beams': 25, 'Tie': 2, 'RestInsertion': 19, 'RestDeletion': 12, 'RestDuration': 1, 'StaffAssignment': 0, 'Voice': 25, 'n_Note': 58, 'n_Chord': 26, 'n_Rest': 14}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 18, 'NoteInsertion': 29, 'NoteSpelling': 1, 'NoteDuration': 16, 'StemDirection': 3, 'Beams': 1, 'Tie': 1, 'RestInsertion': 11, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 4, 'n_Note': 6, 'n_Chord': 32, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 5, 'NoteInsertion': 12, 'NoteSpelling': 0, 'NoteDuration': 4, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 9, 'RestDeletion': 6, 'RestDuration': 1, 'StaffAssignment': 2, 'Voice': 0, 'n_Note': 4, 'n_Chord': 10, 'n_Rest': 11}
pass
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 20, 'NoteInsertion': 38, 'NoteSpelling': 1, 'NoteDuration': 8, 'StemDirection': 30, 'Beams': 29, 'Tie': 0, 'RestInsertion': 1, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 48, 'n_Chord': 24, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 16, 'NoteInsertion': 22, 'NoteSpelling': 0, 'NoteDuration': 9, 'StemDirection': 8, 'Beams': 9, 'Tie': 0, 'RestInsertion': 15, 'RestDeletion': 5, 'RestDuration': 5, 'StaffAssignment': 1, 'Voice': 2, 'n_Note': 16, 'n_Chord': 12, 'n_Rest': 11}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 50, 'NoteInsertion': 48, 'NoteSpelling': 1, 'NoteDuration': 1, 'StemDirection': 0, 'Beams': 0, 'Tie': 6, 'RestInsertion': 12, 'RestDeletion': 2, 'RestDuration': 0, 'StaffAssignment': 2, 'Voice': 3, 'n_Note': 30, 'n_Chord': 52, 'n_Rest': 6}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 31, 'NoteInsertion': 27, 'NoteSpelling': 0, 'NoteDuration': 3, 'StemDirection': 3, 'Beams': 3, 'Tie': 0, 'RestInsertion': 9, 'RestDeletion': 3, 'RestDuration': 2, 'StaffAssignment': 4, 'Voice': 0, 'n_Note': 38, 'n_Chord': 0, 'n_Rest': 5}
{'Clef': 20, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 66, 'NoteInsertion': 57, 'NoteSpelling': 5, 'NoteDuration': 85, 'StemDirection': 30, 'Beams': 77, 'Tie': 0, 'RestInsertion': 6, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 30, 'n_Note': 122, 'n_Chord': 29, 'n_Rest': 0}
{'Clef': 19, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 31, 'NoteInsertion': 29, 'NoteSpelling': 1, 'NoteDuration': 6, 'StemDirection': 9, 'Beams': 19, 'Tie': 0, 'RestInsertion': 15, 'RestDeletion': 6, 'RestDuration': 1, 'StaffAssignment': 3, 'Voice': 0, 'n_Note': 39, 'n_Chord': 19, 'n_Rest': 11}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 14, 'NoteInsertion': 74, 'NoteSpelling': 2, 'NoteDuration': 4, 'StemDirection': 5, 'Beams': 3, 'Tie': 0, 'RestInsertion': 5, 'RestDeletion': 3, 'RestDuration': 2, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 13, 'n_Chord': 16, 'n_Rest': 6}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 16, 'NoteInsertion': 30, 'NoteSpelling': 0, 'NoteDuration': 19, 'StemDirection': 0, 'Beams': 0, 'Tie': 2, 'RestInsertion': 0, 'RestDeletion': 15, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 3, 'n_Note': 13, 'n_Chord': 38, 'n_Rest': 15}
{'Clef': 2, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 27, 'NoteInsertion': 48, 'NoteSpelling': 8, 'NoteDuration': 11, 'StemDirection': 5, 'Beams': 6, 'Tie': 1, 'RestInsertion': 9, 'RestDeletion': 9, 'RestDuration': 1, 'StaffAssignment': 2, 'Voice': 1, 'n_Note': 25, 'n_Chord': 20, 'n_Rest': 10}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 28, 'NoteInsertion': 46, 'NoteSpelling': 3, 'NoteDuration': 28, 'StemDirection': 8, 'Beams': 17, 'Tie': 0, 'RestInsertion': 17, 'RestDeletion': 19, 'RestDuration': 3, 'StaffAssignment': 8, 'Voice': 16, 'n_Note': 37, 'n_Chord': 33, 'n_Rest': 27}
