{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 71, 'NoteInsertion': 108, 'NoteSpelling': 0, 'NoteDuration': 7, 'StemDirection': 4, 'Beams': 4, 'Tie': 0, 'RestInsertion': 38, 'RestDeletion': 11, 'RestDuration': 4, 'StaffAssignment': 0, 'Voice': 3, 'n_Note': 62, 'n_Chord': 16, 'n_Rest': 15}
{'Clef': 3, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 208, 'NoteInsertion': 23, 'NoteSpelling': 0, 'NoteDuration': 8, 'StemDirection': 6, 'Beams': 7, 'Tie': 0, 'RestInsertion': 101, 'RestDeletion': 20, 'RestDuration': 11, 'StaffAssignment': 6, 'Voice': 5, 'n_Note': 186, 'n_Chord': 36, 'n_Rest': 32}
{'Clef': 2, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 121, 'NoteInsertion': 113, 'NoteSpelling': 2, 'NoteDuration': 12, 'StemDirection': 5, 'Beams': 12, 'Tie': 0, 'RestInsertion': 33, 'RestDeletion': 1, 'RestDuration': 1, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 106, 'n_Chord': 27, 'n_Rest': 2}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 49, 'NoteInsertion': 45, 'NoteSpelling': 0, 'NoteDuration': 7, 'StemDirection': 4, 'Beams': 4, 'Tie': 0, 'RestInsertion': 6, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 2, 'n_Note': 7, 'n_Chord': 49, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 27, 'NoteInsertion': 38, 'NoteSpelling': 1, 'NoteDuration': 3, 'StemDirection': 2, 'Beams': 2, 'Tie': 0, 'RestInsertion': 5, 'RestDeletion': 3, 'RestDuration': 1, 'StaffAssignment': 3, 'Voice': 2, 'n_Note': 31, 'n_Chord': 0, 'n_Rest': 5}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 47, 'NoteInsertion': 25, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 6, 'RestDeletion': 8, 'RestDuration': 3, 'StaffAssignment': 2, 'Voice': 0, 'n_Note': 24, 'n_Chord': 24, 'n_Rest': 12}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 169, 'NoteInsertion': 63, 'NoteSpelling': 5, 'NoteDuration': 12, 'StemDirection': 9, 'Beams': 12, 'Tie': 0, 'RestInsertion': 7, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 4, 'n_Note': 169, 'n_Chord': 12, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 126, 'NoteInsertion': 43, 'NoteSpelling': 1, 'NoteDuration': 12, 'StemDirection': 8, 'Beams': 8, 'Tie': 0, 'RestInsertion': 9, 'RestDeletion': 5, 'RestDuration': 2, 'StaffAssignment': 0, 'Voice': 7, 'n_Note': 64, 'n_Chord': 74, 'n_Rest': 7}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 32, 'NoteInsertion': 50, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 9, 'RestDeletion': 6, 'RestDuration': 4, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 32, 'n_Chord': 0, 'n_Rest': 10}
{'Clef': 2, 'KeySignature': 1, 'TimeSignature': 1, 'NoteDeletion': 145, 'NoteInsertion': 85, 'NoteSpelling': 0, 'NoteDuration': 6, 'StemDirection': 7, 'Beams': 4, 'Tie': 0, 'RestInsertion': 7, 'RestDeletion': 18, 'RestDuration': 0, 'StaffAssignment': 2, 'Voice': 0, 'n_Note': 100, 'n_Chord': 54, 'n_Rest': 18}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 94, 'NoteInsertion': 58, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 1, 'Beams': 1, 'Tie': 0, 'RestInsertion': 2, 'RestDeletion': 64, 'RestDuration': 2, 'StaffAssignment': 3, 'Voice': 0, 'n_Note': 84, 'n_Chord': 14, 'n_Rest': 66}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 105, 'NoteInsertion': 78, 'NoteSpelling': 0, 'NoteDuration': 2, 'StemDirection': 2, 'Beams': 0, 'Tie': 0, 'RestInsertion': 6, 'RestDeletion': 10, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 9, 'n_Chord': 98, 'n_Rest': 10}
{'Clef': 6, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 109, 'NoteInsertion': 68, 'NoteSpelling': 10, 'NoteDuration': 11, 'StemDirection': 11, 'Beams': 11, 'Tie': 6, 'RestInsertion': 20, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 3, 'Voice': 3, 'n_Note': 0, 'n_Chord': 120, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 63, 'NoteInsertion': 37, 'NoteSpelling': 4, 'NoteDuration': 4, 'StemDirection': 0, 'Beams': 4, 'Tie': 0, 'RestInsertion': 28, 'RestDeletion': 2, 'RestDuration': 3, 'StaffAssignment': 0, 'Voice': 4, 'n_Note': 39, 'n_Chord': 28, 'n_Rest': 5}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 66, 'NoteInsertion': 45, 'NoteSpelling': 0, 'NoteDuration': 2, 'StemDirection': 2, 'Beams': 2, 'Tie': 0, 'RestInsertion': 12, 'RestDeletion': 12, 'RestDuration': 1, 'StaffAssignment': 0, 'Voice': 2, 'n_Note': 38, 'n_Chord': 30, 'n_Rest': 15}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 55, 'NoteInsertion': 67, 'NoteSpelling': 1, 'NoteDuration': 7, 'StemDirection': 6, 'Beams': 7, 'Tie': 0, 'RestInsertion': 29, 'RestDeletion': 2, 'RestDuration': 1, 'StaffAssignment': 2, 'Voice': 3, 'n_Note': 64, 'n_Chord': 0, 'n_Rest': 3}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 118, 'NoteInsertion': 156, 'NoteSpelling': 13, 'NoteDuration': 3, 'StemDirection': 12, 'Beams': 18, 'Tie': 0, 'RestInsertion': 2, 'RestDeletion': 13, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 1, 'n_Note': 107, 'n_Chord': 34, 'n_Rest': 13}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 67, 'NoteInsertion': 82, 'NoteSpelling': 0, 'NoteDuration': 4, 'StemDirection': 4, 'Beams': 4, 'Tie': 0, 'RestInsertion': 28, 'RestDeletion': 13, 'RestDuration': 3, 'StaffAssignment': 2, 'Voice': 0, 'n_Note': 62, 'n_Chord': 10, 'n_Rest': 18}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 36, 'NoteInsertion': 42, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 32, 'RestDeletion': 1, 'RestDuration': 5, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 36, 'n_Chord': 0, 'n_Rest': 7}
{'Clef': 0, 'KeySignature': 1, 'TimeSignature': 1, 'NoteDeletion': 104, 'NoteInsertion': 103, 'NoteSpelling': 1, 'NoteDuration': 13, 'StemDirection': 4, 'Beams': 4, 'Tie': 2, 'RestInsertion': 11, 'RestDeletion': 23, 'RestDuration': 2, 'StaffAssignment': 0, 'Voice': 5, 'n_Note': 85, 'n_Chord': 32, 'n_Rest': 25}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 100, 'NoteInsertion': 77, 'NoteSpelling': 2, 'NoteDuration': 0, 'StemDirection': 1, 'Beams': 3, 'Tie': 0, 'RestInsertion': 8, 'RestDeletion': 25, 'RestDuration': 2, 'StaffAssignment': 1, 'Voice': 4, 'n_Note': 65, 'n_Chord': 40, 'n_Rest': 27}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 59, 'NoteInsertion': 43, 'NoteSpelling': 0, 'NoteDuration': 3, 'StemDirection': 3, 'Beams': 3, 'Tie': 0, 'RestInsertion': 3, 'RestDeletion': 4, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 42, 'n_Chord': 20, 'n_Rest': 4}
pass
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 28, 'NoteInsertion': 6, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 8, 'RestDeletion': 1, 'RestDuration': 4, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 0, 'n_Chord': 28, 'n_Rest': 8}
{'Clef': 3, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 38, 'NoteInsertion': 46, 'NoteSpelling': 2, 'NoteDuration': 4, 'StemDirection': 1, 'Beams': 1, 'Tie': 0, 'RestInsertion': 13, 'RestDeletion': 2, 'RestDuration': 4, 'StaffAssignment': 2, 'Voice': 1, 'n_Note': 43, 'n_Chord': 0, 'n_Rest': 6}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 123, 'NoteInsertion': 101, 'NoteSpelling': 3, 'NoteDuration': 5, 'StemDirection': 5, 'Beams': 5, 'Tie': 0, 'RestInsertion': 58, 'RestDeletion': 2, 'RestDuration': 3, 'StaffAssignment': 0, 'Voice': 3, 'n_Note': 125, 'n_Chord': 4, 'n_Rest': 5}
pass
{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 33, 'NoteInsertion': 48, 'NoteSpelling': 3, 'NoteDuration': 4, 'StemDirection': 2, 'Beams': 2, 'Tie': 1, 'RestInsertion': 13, 'RestDeletion': 8, 'RestDuration': 3, 'StaffAssignment': 1, 'Voice': 2, 'n_Note': 19, 'n_Chord': 18, 'n_Rest': 11}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 76, 'NoteInsertion': 85, 'NoteSpelling': 5, 'NoteDuration': 1, 'StemDirection': 0, 'Beams': 4, 'Tie': 2, 'RestInsertion': 30, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 1, 'n_Note': 80, 'n_Chord': 2, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 97, 'NoteInsertion': 110, 'NoteSpelling': 1, 'NoteDuration': 2, 'StemDirection': 1, 'Beams': 1, 'Tie': 0, 'RestInsertion': 7, 'RestDeletion': 25, 'RestDuration': 2, 'StaffAssignment': 3, 'Voice': 1, 'n_Note': 24, 'n_Chord': 78, 'n_Rest': 28}
{'Clef': 3, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 125, 'NoteInsertion': 117, 'NoteSpelling': 12, 'NoteDuration': 11, 'StemDirection': 9, 'Beams': 7, 'Tie': 0, 'RestInsertion': 34, 'RestDeletion': 3, 'RestDuration': 5, 'StaffAssignment': 10, 'Voice': 11, 'n_Note': 130, 'n_Chord': 8, 'n_Rest': 8}
pass
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 84, 'NoteInsertion': 5, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 141, 'RestDeletion': 0, 'RestDuration': 14, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 58, 'n_Chord': 26, 'n_Rest': 14}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 32, 'NoteInsertion': 16, 'NoteSpelling': 0, 'NoteDuration': 4, 'StemDirection': 0, 'Beams': 0, 'Tie': 2, 'RestInsertion': 32, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 2, 'Voice': 1, 'n_Note': 6, 'n_Chord': 32, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 13, 'NoteInsertion': 34, 'NoteSpelling': 0, 'NoteDuration': 1, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 0, 'RestDeletion': 11, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 4, 'n_Chord': 10, 'n_Rest': 11}
pass
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 66, 'NoteInsertion': 68, 'NoteSpelling': 1, 'NoteDuration': 5, 'StemDirection': 3, 'Beams': 2, 'Tie': 2, 'RestInsertion': 8, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 48, 'n_Chord': 24, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 24, 'NoteInsertion': 32, 'NoteSpelling': 3, 'NoteDuration': 3, 'StemDirection': 3, 'Beams': 1, 'Tie': 0, 'RestInsertion': 6, 'RestDeletion': 8, 'RestDuration': 3, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 16, 'n_Chord': 12, 'n_Rest': 11}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 75, 'NoteInsertion': 55, 'NoteSpelling': 5, 'NoteDuration': 6, 'StemDirection': 3, 'Beams': 3, 'Tie': 0, 'RestInsertion': 28, 'RestDeletion': 4, 'RestDuration': 2, 'StaffAssignment': 3, 'Voice': 0, 'n_Note': 30, 'n_Chord': 52, 'n_Rest': 6}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 38, 'NoteInsertion': 30, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 18, 'RestDeletion': 2, 'RestDuration': 3, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 38, 'n_Chord': 0, 'n_Rest': 5}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 142, 'NoteInsertion': 116, 'NoteSpelling': 4, 'NoteDuration': 9, 'StemDirection': 5, 'Beams': 7, 'Tie': 0, 'RestInsertion': 61, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 3, 'n_Note': 122, 'n_Chord': 29, 'n_Rest': 0}
{'Clef': 3, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 53, 'NoteInsertion': 53, 'NoteSpelling': 4, 'NoteDuration': 3, 'StemDirection': 4, 'Beams': 5, 'Tie': 2, 'RestInsertion': 4, 'RestDeletion': 8, 'RestDuration': 0, 'StaffAssignment': 2, 'Voice': 1, 'n_Note': 39, 'n_Chord': 19, 'n_Rest': 11}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 28, 'NoteInsertion': 76, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 1, 'Beams': 1, 'Tie': 0, 'RestInsertion': 105, 'RestDeletion': 0, 'RestDuration': 4, 'StaffAssignment': 0, 'Voice': 1, 'n_Note': 13, 'n_Chord': 16, 'n_Rest': 6}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 46, 'NoteInsertion': 49, 'NoteSpelling': 5, 'NoteDuration': 2, 'StemDirection': 1, 'Beams': 1, 'Tie': 1, 'RestInsertion': 8, 'RestDeletion': 12, 'RestDuration': 2, 'StaffAssignment': 1, 'Voice': 2, 'n_Note': 13, 'n_Chord': 38, 'n_Rest': 15}
{'Clef': 4, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 39, 'NoteInsertion': 43, 'NoteSpelling': 1, 'NoteDuration': 6, 'StemDirection': 6, 'Beams': 6, 'Tie': 1, 'RestInsertion': 23, 'RestDeletion': 7, 'RestDuration': 2, 'StaffAssignment': 0, 'Voice': 3, 'n_Note': 25, 'n_Chord': 20, 'n_Rest': 10}
{'Clef': 2, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 59, 'NoteInsertion': 71, 'NoteSpelling': 3, 'NoteDuration': 8, 'StemDirection': 6, 'Beams': 7, 'Tie': 0, 'RestInsertion': 13, 'RestDeletion': 18, 'RestDuration': 5, 'StaffAssignment': 6, 'Voice': 5, 'n_Note': 37, 'n_Chord': 33, 'n_Rest': 27}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 62, 'NoteInsertion': 50, 'NoteSpelling': 4, 'NoteDuration': 2, 'StemDirection': 4, 'Beams': 4, 'Tie': 0, 'RestInsertion': 10, 'RestDeletion': 4, 'RestDuration': 0, 'StaffAssignment': 5, 'Voice': 0, 'n_Note': 51, 'n_Chord': 16, 'n_Rest': 4}
pass
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 104, 'NoteInsertion': 38, 'NoteSpelling': 0, 'NoteDuration': 9, 'StemDirection': 2, 'Beams': 1, 'Tie': 0, 'RestInsertion': 3, 'RestDeletion': 5, 'RestDuration': 1, 'StaffAssignment': 0, 'Voice': 1, 'n_Note': 8, 'n_Chord': 108, 'n_Rest': 6}
